# WS-3 advertised-client RVA-safety baseline (allowlist). Maintained by audit-advertised-rva-safety.ps1.
# Each row grandfathers a hardcoded RVA / memory site so CI fails only on NEW ones. Columns:
#   Key (file|RVA|symbol)  <TAB>  Class  <TAB>  Bound  <TAB>  Reason
# A new site must be EITHER guarded on isAdvertisedClient() (so it can't fire on advertised)
# OR added here with a Reason. -UpdateBaseline PRESERVES existing Reasons; only new keys get
# the grandfathered default. Bound is a best-effort leaf-name heuristic (may false-positive on
# shared leaf names, e.g. objectTemplate::createObject vs worldsnapshot::createObject) -- it is
# INFORMATIONAL ONLY; the ratchet gates purely on new-vs-baseline keys, never on Bound/Class.
misc\audio.cpp|0x00412C70|getMasterVolume	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
misc\config.cpp|0x00401000|loadOverrideConfig	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
misc\config.cpp|0x00910A70|setModalChat	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
misc\config.cpp|0x00910D40|getModalChat	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
misc\config.cpp|0x00A9C6C0|loadConfigFileBuffer	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
misc\config.cpp|0x00A9C780|loadConfigFileString	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
misc\config.cpp|0x01911218|	DATA		grandfathered pre-WS-3 inventory (DATA)
misc\config.cpp|0x01911240|	DATA		grandfathered pre-WS-3 inventory (DATA)
misc\crc_string.cpp|0x00AA4050|persistentCrcString_ctor	CALL		grandfathered pre-WS-3 inventory (CALL)
misc\crc_string.cpp|0x00AA55B0|constCharCrcString_ctor	CALL		grandfathered pre-WS-3 inventory (CALL)
misc\direct_input.cpp|0x00420880|suspend	CALL		WS-0: DirectInput::suspend guarded via isAdvertisedClient() -> no-op on advertised
misc\direct_input.cpp|0x00420890|resume	CALL		WS-0: DirectInput::resume guarded via isAdvertisedClient() -> no-op on advertised
misc\direct_input.cpp|0x00421490|setupInstall	CALL		WS-0a: setupInstall RVA detour installable()-gated -> SWGEmu-only, skipped on advertised
misc\io_win.cpp|0x00AA63B0|getMessage	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
misc\io_win.cpp|0x00AA6480|appendMessageData	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
misc\io_win.cpp|0x00AA6640|appendMessage	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
misc\io_win.cpp|0x00AA6660|getCount	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
misc\io_win.cpp|0x00AB58E0|draw	CALL		grandfathered pre-WS-3 inventory (CALL)
misc\network.cpp|0x00AA4900|realCast	CALL		grandfathered pre-WS-3 inventory (CALL)
misc\network.cpp|0x00B30160|cachedNetworkIdGetObject	CALL		grandfathered pre-WS-3 inventory (CALL)
misc\network.cpp|0x00B37F30|idManagerGetInstance	CALL		grandfathered pre-WS-3 inventory (CALL)
misc\network.cpp|0x00B380E0|idManagerGetObjectById	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
misc\network.h|0x01000000|	OTHER		grandfathered pre-WS-3 inventory (OTHER)
misc\swg_math.cpp|0x00AB5C40|vectorNormalize	CALL		grandfathered pre-WS-3 inventory (CALL)
misc\swg_memory.cpp|0x00AC15C0|allocate	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
misc\swg_memory.cpp|0x00AC1640|deallocate	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
misc\swg_memory.cpp|0x012EA770|allocateString	CALL		grandfathered pre-WS-3 inventory (CALL)
misc\swg_memory.cpp|0x012EA920|deallocateString	CALL		grandfathered pre-WS-3 inventory (CALL)
misc\swg_misc.cpp|0x00A88F90|print	CALL	BOUND	WS-4: report::print advertised clean row -- installable()-gated detour lifted onto advertised client (resolver rebinds the literal)
misc\swg_utility.cpp|0x00A931E0|treeFileOpen	CALL		grandfathered pre-WS-3 inventory (CALL)
misc\swg_utility.cpp|0x00AA4790|calculateCrc	CALL		grandfathered pre-WS-3 inventory (CALL)
misc\tree_file.cpp|0x00A992E0|searchTree	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
object\client_object.cpp|0x00554BF0|getStaticObject	CALL		grandfathered pre-WS-3 inventory (CALL)
object\client_object.cpp|0x00554C00|getTangibleObject	CALL		grandfathered pre-WS-3 inventory (CALL)
object\client_object.cpp|0x00555070|beginBaselines	CALL		grandfathered pre-WS-3 inventory (CALL)
object\client_object.cpp|0x00555070|endBaselines	CALL		grandfathered pre-WS-3 inventory (CALL)
object\client_object.cpp|0x00555410|setParentCell	CALL		grandfathered pre-WS-3 inventory (CALL)
object\client_object.cpp|0x00557360|getGameObjectType	CALL		grandfathered pre-WS-3 inventory (CALL)
object\client_object.cpp|0x00557370|getGameObjectTypeStringIdKey	CALL		grandfathered pre-WS-3 inventory (CALL)
object\client_object.cpp|0x00557390|getGameObjectTypeName	CALL		grandfathered pre-WS-3 inventory (CALL)
object\client_object.cpp|0x0070DBB0|ctor	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
object\client_object.cpp|0x0070DD00|addToWorld	CALL		grandfathered pre-WS-3 inventory (CALL)
object\client_object.cpp|0x0070DD20|removeFromWorld	CALL		grandfathered pre-WS-3 inventory (CALL)
object\creature_object.cpp|0x00434AB0|setTarget	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x004361F0|rotate_o2w	CALL		grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00554BC0|getClientObject	CALL		grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B21B80|ctor	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B222D0|isActive	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B225A0|addNotification	CALL		grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B225D0|removeNotification	CALL		grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B225F0|addToWorld	CALL		grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B22680|removeFromWorld	CALL		grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B22A50|positionAndRotationChanged	CALL		grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B22C00|getParentCell	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B22C30|setParentCell	CALL		grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B22C80|getTransform_o2w	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B22CC0|setTransform_o2w	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B22E10|setTransform_a2w	CALL		grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B22E90|getTransform_a2w	CALL		grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B22F60|setAppearance	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B22FF0|getAppearance	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B23960|move	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B23960|setPosition	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B23A10|setScale	CALL		grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B23C40|getTemplateFilename	CALL		grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B23C60|getType	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B243A0|setAppearanceByFilename	CALL		grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B243E0|getAppearanceFilename	CALL		grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B243F0|getPosition	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B24CE0|setObjectToWorldDirty	CALL		grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B28700|getObjectTemplateByFilename	CALL		grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B28720|getObjectTemplateByIff	CALL		grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B28740|getObjectTemplateByCrc	CALL		grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B289B0|reloadObject	CALL		grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B28A10|getCrcStringByName	CALL		grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B28AA0|getCrcStringByCrc	CALL		grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x00B2E760|createObject	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x011A6C10|getAppearancetFilename	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x011A6D30|getPortalLayoutFilename	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x011A6E50|getClientDataFilename	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x011A8B60|getGameObjectType	CALL		grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x01231910|getTerrainLayerFilename	CALL		grandfathered pre-WS-3 inventory (CALL)
object\object.cpp|0x01231A30|getInteriorLayoutFilename	CALL		grandfathered pre-WS-3 inventory (CALL)
object\player_object.cpp|0x0062A8B0|teleportPlayer	CALL		WS-1: guarded via playerStateUnavailable() -> teleport no-op on advertised
object\player_object.cpp|0x0191BFB4|	DATA		WS-1: guarded via playerStateUnavailable() -> getSpeed/setSpeed no-op on advertised
scene\client_world.cpp|0x00561350|collide	CALL		grandfathered pre-WS-3 inventory (CALL)
scene\client_world.cpp|0x00562680|internalCollideFindAllObjects	CALL		grandfathered pre-WS-3 inventory (CALL)
scene\client_world.cpp|0x00562940|internalCollide	CALL		grandfathered pre-WS-3 inventory (CALL)
scene\client_world.cpp|0x0199CB34|	OTHER		grandfathered pre-WS-3 inventory (OTHER)
scene\ground_scene.cpp|0x00518EB0|init	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
scene\ground_scene.cpp|0x00519830|ctor	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
scene\ground_scene.cpp|0x0051A350|changeCamera	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
scene\ground_scene.cpp|0x0051A4D0|getCurrentCamera	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
scene\ground_scene.cpp|0x0051A4F0|reloadTerrain	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
scene\ground_scene.cpp|0x0051AA40|handleInputMapEvent	CALL	BOUND	WS-4 Terrain probe: advertised but not needed for Terrain -> !isAdvertisedClient()-gated (SWGEmu-only); minimize probe surface
scene\ground_scene.cpp|0x0051AB20|handleInputMapUpdate	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
scene\ground_scene.cpp|0x0051AF10|update	CALL	BOUND	WS-4 Terrain probe: advertised clean row -- installable()-gated update detour lifted onto advertised (latch precondition; hkUpdateLoop logs fire+pThis)
scene\ground_scene.cpp|0x0051B770|draw	CALL		WS-4 Terrain probe: UNADVERTISED virtual -> !isAdvertisedClient()-gated OFF on advertised (installable() insufficient for stale literal); SWGEmu-only
scene\ground_scene.cpp|0x006DA1B0|	OTHER		SWGEmu-ONLY self-check: the known SWGEmu alter RVA, compared against vtbl::slot(camera,kObjectAlter) inside the !isAdvertisedClient() branch of toggleFreeCamera to validate the alter vtable index where the answer is known; never reached on the advertised client (free-cam review hardening)
scene\ground_scene.cpp|0x0190885C|	DATA		WS-1: GroundScene::get() guarded on isAdvertisedClient() -> nullptr on advertised (editor degrades to isolated C# null-ref)
scene\ground_scene.cpp|0x019136E4|	OTHER		grandfathered pre-WS-3 inventory (OTHER)
scene\render_world.cpp|0x00765C20|clearVisibleCells	CALL		grandfathered pre-WS-3 inventory (CALL)
scene\render_world.cpp|0x007664F0|addObjectNotifications	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
scene\render_world.cpp|0x00766DE0|render	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
scene\terrain.cpp|0x0051A4F0|reloadTerrain	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
scene\terrain.cpp|0x00845C90|setWeatherIndex	CALL		grandfathered pre-WS-3 inventory (CALL)
scene\terrain.cpp|0x00B5CBC0|getTimeOfDay	CALL		grandfathered pre-WS-3 inventory (CALL)
scene\terrain.cpp|0x00B5CBD0|setTimeOfDay	CALL		grandfathered pre-WS-3 inventory (CALL)
scene\terrain.cpp|0x019113C1|	DATA		grandfathered pre-WS-3 inventory (DATA)
scene\terrain.cpp|0x01924B6C|	DATA		grandfathered pre-WS-3 inventory (DATA)
scene\terrain.cpp|0x01947194|	DATA		grandfathered pre-WS-3 inventory (DATA)
scene\world_snapshot.cpp|0x00404D50|clearPreloadList	CALL		WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (CALL)
scene\world_snapshot.cpp|0x0059BBA0|createObject	CALL	BOUND	WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (CALL)
scene\world_snapshot.cpp|0x0059BF20|addObject	CALL	BOUND	WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (CALL)
scene\world_snapshot.cpp|0x0059C1D0|unload	CALL		WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (CALL)
scene\world_snapshot.cpp|0x0059C380|load	CALL	BOUND	WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (CALL)
scene\world_snapshot.cpp|0x0059C3F3|	PATCH		WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (PATCH)
scene\world_snapshot.cpp|0x0059DC30|detailLevelChanged	CALL	BOUND	WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (CALL)
scene\world_snapshot.cpp|0x005A08D0|void2	OTHER		WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (OTHER)
scene\world_snapshot.cpp|0x005A09C0|void5	OTHER		WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (OTHER)
scene\world_snapshot.cpp|0x005A25A0|void1	OTHER		WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (OTHER)
scene\world_snapshot.cpp|0x005A2D90|call1	OTHER		WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (OTHER)
scene\world_snapshot.cpp|0x00B971D0|getNodeNetworkId	CALL		WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (CALL)
scene\world_snapshot.cpp|0x00B97390|getNodeSpatialSubdivisionHandle	CALL		WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (CALL)
scene\world_snapshot.cpp|0x00B973A0|setNodeSpatialSubdivisionHandle	CALL		WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (CALL)
scene\world_snapshot.cpp|0x00B97440|removeFromWorld	CALL		WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (CALL)
scene\world_snapshot.cpp|0x00B97D90|openFile	CALL		WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (CALL)
scene\world_snapshot.cpp|0x00B98120|saveFile	CALL		WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (CALL)
scene\world_snapshot.cpp|0x00B98290|clear	CALL		WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (CALL)
scene\world_snapshot.cpp|0x00B98410|addNode	CALL		WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (CALL)
scene\world_snapshot.cpp|0x00B986A0|nodeCount	CALL		WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (CALL)
scene\world_snapshot.cpp|0x00B986B0|getNodeByIndex	CALL		WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (CALL)
scene\world_snapshot.cpp|0x00B986D0|nodeCountTotal	CALL		WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (CALL)
scene\world_snapshot.cpp|0x00B98720|getObjectTemplateName	CALL	BOUND	WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (CALL)
scene\world_snapshot.cpp|0x00B98740|getNodeByNetworkId	CALL		WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (CALL)
scene\world_snapshot.cpp|0x00B98780|removeNode	CALL		WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (CALL)
scene\world_snapshot.cpp|0x0191113C|	DATA		WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (DATA)
scene\world_snapshot.cpp|0x01913E94|	DATA		WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (DATA)
scene\world_snapshot.cpp|0x019BB7DC|	DATA		WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (DATA)
scene\world_snapshot.cpp|0x019BB7E0|	DATA		WS-3: world_snapshot advertised-reachable callers guarded via offlineSnapshotUnavailable() -> no-op on advertised (DATA)
ui\command_parser.cpp|0x00A83EF0|ctor1	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
ui\command_parser.cpp|0x00A84130|ctor2	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
ui\command_parser.cpp|0x00A85CD0|addSubCommand	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
ui\command_parser.cpp|0x00A862F0|createDelegateCommands	CALL		grandfathered pre-WS-3 inventory (CALL)
ui\controls\ui_base_object.cpp|0x010F2A00|ctor	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
ui\controls\ui_button.cpp|0x011149E0|ctor	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
ui\controls\ui_cursor.cpp|0x0112C630|ctor	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
ui\controls\ui_cursor_set.cpp|0x0116A360|ctor	CALL	BOUND	grandfathered pre-WS-3 inventory (CALL)
